#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-12-14T02:45:48 [V7.4.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-12-14T02:45:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VII/1B/catalog&-out.max=unlimited&-out.form=TSV&-out.meta=&-out=Messier&-out=_RA.icrs&-out=_DE.icrs&-out=Diam	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7001
#Name: VII/1B
#Title: Revised New General Catalogue (Sulentic+, 1973)
#INFO	ivoid=ivo://cds.vizier/vii/1b	    IVOID of underlying data collection
#INFO	creator=Sulentic J.W.	    First author or institution
#INFO	cites=1973rncn.book.....S	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/1B	    Dataset landing page
#INFO	publication_date=2018-02-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B1975:	eq_FK4 B1975
#Table	VII_1B_catalog:
#Name: VII/1B/catalog
#Title: The Revised NGC Catalog
00 18.5	+30 02
00 18.6	+30 02
00 18.8	-15 21
00 18.9	+30 03
00 19.5	+06 25
00 19.6	+29 56
00 19.2	-22 42
00 20.4	+00 49
00 20.4	+00 49
00 21.0	+22 34
00 21.2	+22 21
00 21.2	+22 22
00 21.4	+22 27
00 21.4	+22 25
00 21.5	+22 36
00 21.4	+22 30
00 21.4	+22 30
00 21.5	+22 33
00 21.2	-48 38
00 21.3	-48 39
00 21.3	-48 41
00 21.9	+22 25
00 21.8	+22 24
00 21.5	-48 38
00 22.0	+22 25
00 22.2	+22 28
00 22.2	+10 29
00 22.3	+22 33
00 22.4	+29 44
00 22.8	-45 17
00 23.8	+15 45
00 24.0	+16 29
00 23.9	-32 34
00 24.4	-13 57
00 25.3	+61 20
00 24.1	-72 05
00 25.3	+12 52
00 24.8	-05 10
00 25.7	-08 17
00 25.9	+29 13
00 26.2	+21 49
00 27.4	+71 23
00 26.7	-02 38
00 26.7	+31 43
00 27.0	-02 30
00 27.1	-01 47
00 26.8	-33 41
00 27.2	-07 42
00 27.2	+01 19
00 27.3	-01 47
00 27.1	-56 59
00 27.5	-01 31
00 26.8	-71 33
00 27.7	-01 38
00 27.8	-01 36
00 28.0	-01 49
00 28.9	+02 50
00 29.2	+02 48
00 29.2	+02 52
00 29.3	+02 51
00 29.9	+60 13
00 29.3	+02 51
00 29.5	-33 17
00 30.2	+02 05
00 31.1	+63 21
00 30.3	-33 16
00 33.3	-13 22
00 31.5	+61 31
00 31.1	+10 11
00 31.0	+05 10
00 31.0	+05 05
00 31.3	+30 47
00 31.4	+05 11
00 31.3	-22 37
00 31.4	-22 34
00 31.5	-22 39
00 31.8	-05 10
00 33.0	+63 16
00 33.3	+48 30
00 34.2	-31 48
00 33.7	+30 43
00 34.2	-27 49
00 34.2	-09 42
00 32.8	-73 09
00 34.3	-09 43
00 34.1	-12 39
00 34.7	-10 46
00 34.6	-08 21
00 34.9	-08 24
00 34.9	-08 19
00 34.6	-55 47
00 36.0	+23 57
00 35.5	-02 50
00 36.1	+23 58
00 36.1	-10 08
00 36.5	+02 45
00 36.5	-10 08
00 35.8	-13 37
00 35.3	-23 22
00 36.7	-22 36
00 36.8	+23 59
00 36.9	+23 59
00 36.7	+01 51
00 36.8	-18 30
00 37.2	-22 36
00 37.2	+01 56
00 36.9	-29 29
00 37.4	-19 56
00 35.8	-73 11
00 37.5	-22 34
00 39.1	-14 11
00 37.8	-17 53
00 38.0	+08 38
00 38.2	+29 28
00 38.2	+02 43
00 38.3	+29 30
00 38.5	+29 26
00 39.0	+48 20
00 38.5	+03 09
00 39.6	-14 41
00 44.4	+85 20
00 38.7	+61 03
00 38.9	+07 02
00 39.0	-09 01
00 39.3	+00 51
00 39.4	+03 19
00 39.3	+03 02
00 39.7	-09 12
00 39.3	+00 54
00 39.4	+00 53
00 39.4	+02 47
00 39.6	+03 07
00 39.6	+02 53
00 39.7	+00 51
00 39.7	+03 31
00 39.7	+03 26
00 39.8	+03 17
00 40.4	+41 41
00 40.6	+40 44
00 40.0	-15 10
00 40.4	+02 44
00 39.2	-18 38
00 40.5	-13 53
00 41.0	+03 26
00 40.1	-56 10
00 41.2	+16 28
00 41.4	+25 30
00 40.9	-56 13
00 41.4	-21 03
00 41.6	-10 02
00 41.8	+36 21
00 42.3	+00 54
00 40.5	-73 24
00 42.8	+40 52
00 40.6	-73 24
00 42.7	+00 51
00 42.8	+41 16
00 43.5	+61 47
00 42.8	+32 34
00 42.7	-01 32
00 42.8	+23 30
00 43.0	+23 29
00 42.4	-23 38
00 41.0	-73 22
00 42.7	-23 34
00 43.4	+30 35
00 43.4	+14 20
00 42.8	-23 33
00 42.8	-23 33
00 43.5	+02 56
00 43.5	-00 08
00 43.5	-50 11
00 44.6	-03 46
00 45.1	+06 08
00 43.4	-73 26
00 43.6	-73 27
00 45.9	+29 56
00 45.8	-15 35
00 46.1	-01 44
00 47.2	+12 25
00 47.0	-20 45
00 45.4	-73 23
00 45.4	-73 05
00 47.3	+07 55
00 47.8	+19 34
00 48.0	+27 37
00 47.5	-25 18
00 47.6	-31 26
00 47.8	-11 29
00 45.9	-73 30
00 48.1	+08 19
00 48.2	+27 38
00 48.1	-02 47
00 48.5	+27 41
00 46.5	-73 07
00 48.9	+31 58
00 48.9	-13 06
00 48.5	-38 16
00 47.6	-73 29
00 49.9	+32 16
00 48.0	-73 17
00 50.2	-05 12
00 48.5	-73 32
00 50.7	-08 39
00 50.8	-01 53
00 51.4	+35 50
00 50.9	-06 54
00 51.1	-07 04
00 51.1	-07 04
00 52.1	-22 41
00 51.5	-08 35
00 52.0	+47 33
00 52.3	-02 12
00 52.5	+24 20
00 52.9	+56 37
00 52.8	+30 37
00 53.3	-13 11
00 53.6	-13 09
00 53.7	-13 10
00 53.6	-13 06
00 53.6	+32 29
00 52.6	-26 36
00 52.8	-31 13
00 51.3	-73 09
00 53.6	-08 45
00 52.8	-72 50
00 54.3	-07 14
00 52.1	-73 21
00 55.2	+31 31
00 55.4	+31 40
00 55.1	-07 21
00 55.0	-07 21
00 54.0	-72 10
00 55.0	-37 42
00 57.9	-10 27
00 56.0	-10 39
00 54.8	-16 40
00 56.1	+24 07
00 56.0	+12 06
00 54.9	-72 13
00 56.6	-01 46
00 56.4	-01 47
00 56.5	-09 57
00 57.0	-09 57
00 56.9	-01 46
00 57.6	+30 16
00 56.3	-52 47
00 57.8	+30 22
00 56.8	-31 59
00 57.9	+30 21
00 57.9	+30 21
00 57.6	+43 47
00 57.7	+43 47
00 58.1	+30 25
00 57.2	-43 52
00 58.8	-20 50
00 57.6	-05 00
00 57.4	-43 44
00 56.8	-52 59
00 58.6	-40 30
00 57.9	-05 08
00 58.4	+26 52
00 58.0	-05 08
00 57.1	-52 55
00 58.1	-05 04
00 56.3	-72 29
00 57.1	-02 46
00 58.8	+07 06
00 58.8	-16 29
00 58.8	-16 29
00 58.8	-35 08
00 59.1	-18 16
00 58.8	-18 46
00 59.8	-07 35
01 01.8	-07 36
01 00.6	+30 39
00 57.8	-74 29
01 00.6	-06 53
01 00.8	-09 11
01 00.9	-09 11
01 00.8	-06 47
01 00.8	-23 14
01 01.6	-23 14
01 01.4	-06 54
00 59.0	-72 11
01 01.4	-06 49
01 00.8	-53 14
01 01.9	-06 49
01 02.0	-06 49
01 02.1	-01 55
01 02.2	-04 15
01 02.6	-01 56
01 03.2	+22 21
01 03.2	-06 20
01 03.3	-07 00
01 03.4	-06 21
01 05.2	+62 02
01 04.4	-00 45
01 02.9	-65 36
01 02.2	-71 37
01 02.4	-70 51
01 06.1	-16 34
01 04.6	-00 51
01 04.3	-35 09
01 06.5	+62 14
01 04.9	-12 20
01 04.4	-43 16
01 05.0	-17 47
01 06.6	+32 25
01 03.3	-72 05
01 06.7	+32 26
01 07.0	+32 18
01 07.1	+32 46
01 07.1	+32 21
01 03.8	-72 49
01 06.3	-20 03
01 06.2	-30 11
01 07.3	+32 31
01 07.3	+32 29
01 08.4	+61 35
01 07.4	+32 24
01 07.4	+32 25
01 07.4	+32 18
01 07.5	+32 19
01 07.5	+32 22
01 07.5	+32 23
01 07.8	+32 19
01 08.5	+39 42
01 08.1	+32 27
01 07.5	+00 56
01 08.4	+33 07
01 08.6	+39 40
01 08.4	+33 08
01 05.1	-72 00
01 10.3	+03 32
01 08.5	+33 06
01 08.8	+32 30
01 09.0	+32 37
01 09.0	+32 44
01 09.1	+32 46
01 09.2	+32 49
01 09.3	+32 45
01 09.5	+35 43
01 08.3	-46 40
01 07.4	-69 53
01 10.6	+33 07
01 10.9	+33 06
01 09.7	-35 46
01 11.0	+33 09
01 07.9	-71 46
01 10.3	-20 01
01 09.5	-02 50
01 11.3	+33 06
01 10.2	-35 29
01 08.2	-72 21
01 11.1	-18 10
01 10.6	-30 13
01 08.5	-71 53
01 12.1	+32 06
01 12.1	+32 09
01 09.5	-71 45
01 11.4	-29 13
01 11.3	-38 07
01 13.0	+38 48
01 12.9	-00 17
01 12.5	-32 03
01 13.0	+00 59
01 13.0	-00 20
01 13.1	-00 15
01 14.2	+33 44
01 11.8	-61 36
01 15.3	+60 08
01 12.2	-58 15
01 12.5	-58 13
01 14.0	+02 04
01 15.6	+58 49
01 14.4	+05 56
01 13.4	-37 56
01 13.9	-31 44
01 12.9	-58 17
01 14.0	-31 47
01 14.7	-01 01
01 15.1	+33 23
01 15.9	+31 05
01 14.9	+01 56
01 14.9	+04 11
01 16.1	+33 06
01 15.3	-01 37
01 15.6	+33 04
01 15.5	-00 52
01 16.2	+33 04
01 16.3	+31 02
01 16.3	+33 03
01 14.3	-55 24
01 16.0	+05 11
01 14.0	-73 16
01 19.1	+58 20
01 14.8	-71 32
01 18.0	+17 33
01 14.8	-72 18
01 16.3	-33 57
01 18.1	+04 14
01 18.9	+16 19
01 19.0	+34 58
01 15.8	-73 19
01 17.2	-58 55
01 19.2	+03 18
01 19.8	+32 47
01 19.4	+14 53
01 19.8	+03 25
01 19.9	+14 47
01 20.5	+32 43
01 19.8	+16 33
01 20.1	+03 25
01 20.0	+14 51
01 20.2	+16 01
01 21.3	+40 29
01 20.2	-22 22
01 21.3	+03 52
01 20.9	-09 52
01 21.1	-09 12
01 20.3	-40 57
01 22.0	+33 32
01 19.6	-58 32
01 21.4	+07 01
01 22.1	+05 24
01 21.8	-16 21
01 21.8	+05 16
01 21.8	+09 12
01 22.1	+05 22
01 21.4	-34 03
01 19.9	-33 52
01 22.2	+05 25
01 22.2	+00 57
01 23.0	+33 11
01 22.9	+33 29
01 23.3	+33 33
01 22.4	-00 52
01 23.3	+33 30
01 23.2	+33 28
01 22.7	+05 24
01 23.4	+33 27
01 22.8	+09 03
01 23.5	+33 21
01 23.5	+33 13
01 22.9	+09 28
01 23.6	+33 14
01 23.6	+33 16
01 23.6	+33 18
01 23.4	+09 26
01 23.7	+33 26
01 23.5	+11 17
01 24.0	+33 55
01 23.8	+33 49
01 24.0	+12 56
01 24.6	+33 29
01 24.1	+09 33
01 24.7	+33 27
01 24.3	+09 20
01 24.5	-01 38
01 24.6	+03 48
01 24.6	+01 44
01 24.7	+10 00
01 25.3	+34 02
01 24.8	+09 33
01 24.8	+09 42
01 23.9	-35 03
01 24.0	-35 06
01 25.5	+33 41
01 25.7	+34 44
01 24.7	-01 34
01 26.3	+34 45
01 25.3	+09 16
01 25.6	+01 46
01 24.6	-38 07
01 25.6	-01 23
01 26.4	+34 43
01 26.3	+34 05
01 25.5	-01 32
01 25.3	-18 09
01 24.6	-19 54
01 25.8	-01 21
01 26.5	+34 41
01 25.9	-01 16
01 25.1	-38 05
01 26.0	-01 20
01 25.1	-38 03
01 26.1	-01 20
01 26.0	-01 20
01 26.1	-01 13
01 25.0	-37 59
01 26.7	+02 02
01 27.6	+37 11
01 27.8	+33 28
01 27.8	+33 28
01 27.2	-22 43
01 27.2	-22 45
01 27.0	-22 47
01 26.5	-01 38
01 27.3	-01 58
01 29.5	+63 19
01 27.5	-01 55
01 28.2	+34 19
01 28.4	+48 23
01 27.1	-18 38
01 27.8	-01 53
01 28.2	-01 17
01 29.0	+32 21
01 26.9	-10 15
01 27.9	-35 43
01 29.1	+11 09
01 29.0	-00 56
01 29.9	+32 31
01 28.6	-39 18
01 30.9	+41 16
01 29.0	-35 35
01 30.8	+21 26
01 28.9	-51 35
01 30.7	-01 59
01 30.4	-22 40
01 31.7	+33 38
01 31.1	-01 59
01 33.3	+60 43
01 31.9	+33 30
01 29.7	-18 19
01 31.3	-06 51
01 31.7	-00 55
01 31.6	-06 53
01 32.5	+35 22
01 32.7	+30 40
01 32.6	-12 02
01 33.6	+44 56
01 33.5	+35 41
01 33.2	+30 39
01 32.3	-12 21
01 33.0	-16 32
01 33.5	+30 42
01 32.8	-07 01
01 32.2	-33 29
01 33.9	+30 40
01 32.8	-12 11
01 33.3	-07 19
01 33.3	-12 12
01 29.6	-73 33
01 34.3	+30 12
01 34.5	+30 48
01 35.1	+41 16
01 34.9	+21 26
01 34.4	-07 25
01 35.4	+33 41
01 37.3	+64 33
01 34.3	-20 09
01 34.3	-20 08
01 33.9	-36 29
01 34.3	-29 24
01 35.8	+33 42
01 35.1	-07 19
01 36.0	+33 46
01 33.9	-09 47
01 36.2	+33 24
01 34.8	-36 28
01 37.0	+42 20
01 36.7	+35 32
01 36.0	+00 41
01 35.0	-36 29
01 35.7	-10 00
01 35.1	-41 25
01 35.2	-39 08
01 37.0	+33 35
01 36.6	+15 48
01 40.3	+72 53
01 35.6	-39 21
01 36.8	+05 51
01 37.3	+05 53
01 36.4	-37 18
01 38.2	+35 23
01 38.3	-19 56
01 39.1	-07 29
01 43.1	+64 01
01 39.6	+07 14
01 38.9	-29 55
01 39.3	-09 23
01 38.7	-42 31
01 39.0	-29 54
01 35.1	-75 33
01 30.8	-76 03
01 39.2	-75 01
01 41.9	-75 15
01 38.9	-42 35
01 40.2	+05 44
01 37.4	-64 54
01 39.8	-09 13
01 38.7	-17 50
01 40.0	-09 14
01 42.0	+51 35
01 42.0	+51 35
01 40.7	+07 59
01 42.4	+35 39
01 43.9	+61 54
01 42.0	-13 04
01 42.4	+26 09
01 43.7	+55 53
01 42.0	+12 36
01 44.2	+60 43
01 42.9	+13 39
01 44.2	+28 43
01 44.6	+37 42
01 46.0	+61 14
01 43.8	+04 15
01 44.8	+10 26
01 46.1	+34 23
01 45.1	-22 55
01 46.4	+36 27
01 47.3	+35 32
01 47.4	+27 52
01 46.9	+13 06
01 47.9	+27 25
01 48.2	+11 31
01 49.2	+22 20
01 49.0	+13 02
01 48.9	+05 54
01 49.1	+13 02
01 49.4	+21 59
01 49.8	+35 46
01 49.8	+21 57
01 49.1	-10 26
01 49.0	-14 59
01 49.6	+11 41
01 50.2	+27 38
01 47.8	-52 47
01 49.0	-23 48
01 50.6	+36 21
01 50.8	+35 16
01 49.9	-27 28
01 47.8	-16 43
01 50.7	+21 45
01 48.8	-48 39
01 50.5	+06 08
01 51.0	+21 59
01 51.3	+22 34
01 49.4	-34 55
01 51.3	+22 21
01 49.6	-34 50
01 50.6	-12 03
01 52.2	+36 04
01 51.0	-09 42
01 51.3	-04 03
01 52.8	+36 10
01 52.7	+36 06
01 52.8	+36 08
01 51.8	+06 17
01 51.2	-08 30
01 52.9	+36 09
01 52.9	+36 13
01 53.0	+36 02
01 52.5	+17 30
01 53.2	+36 48
01 55.1	-09 05
01 53.6	+36 12
01 53.1	-12 53
01 52.9	+12 02
01 54.0	+36 13
01 53.2	+04 11
01 53.7	+19 49
01 53.0	-13 44
01 54.8	+39 22
01 54.8	+20 41
01 53.9	-23 46
01 53.8	-23 52
01 52.6	-16 31
01 55.6	-10 49
01 53.7	-35 52
01 55.1	+04 12
01 54.0	-35 49
01 55.3	+05 37
01 55.0	-09 01
01 56.5	+36 48
01 56.4	+33 04
01 54.8	-17 03
01 56.7	+34 10
01 56.8	+33 02
01 56.8	+33 03
01 56.9	+33 03
01 57.0	+33 14
01 57.0	+33 00
01 56.3	+05 37
01 56.5	+05 37
01 58.7	+60 10
01 58.6	+55 28
01 54.1	-56 42
01 57.9	+44 55
01 56.2	-09 28
01 56.4	-04 29
01 55.6	-29 57
01 57.6	+33 12
01 57.6	+33 12
01 57.8	+37 40
01 57.8	+35 54
01 54.4	-56 46
01 56.2	-09 04
01 54.5	-16 43
01 56.4	-08 55
01 56.0	-03 06
01 57.9	+36 20
01 57.8	+33 21
01 57.9	+33 22
01 57.1	-05 26
01 57.4	-08 59
01 57.2	-16 02
01 58.8	+24 53
01 58.7	+08 20
01 58.9	-09 35
01 58.7	+00 31
01 59.5	+30 54
01 59.3	+18 57
02 03.5	+72 25
01 59.4	+19 00
01 59.0	-11 31
01 59.5	+14 01
01 58.5	-26 18
01 59.9	+23 38
02 00.3	+31 25
02 00.3	+31 17
01 59.7	-05 58
02 00.5	+28 13
02 00.1	+12 38
01 57.7	-57 47
02 01.2	+31 52
02 01.2	+28 50
02 01.8	+31 49
02 01.5	+15 38
02 01.0	-09 00
02 01.0	-06 49
02 02.5	+32 04
02 01.5	-05 23
02 01.7	+08 29
02 02.3	+15 42
02 02.9	+32 00
02 02.5	+18 22
01 59.8	-55 49
01 56.7	-74 13
02 03.4	+38 07
02 03.4	+32 04
02 02.3	-00 06
02 02.3	-00 08
02 03.7	+38 15
01 59.1	-67 52
02 03.8	+16 02
02 04.0	+30 49
02 04.4	+28 48
02 03.6	-09 56
02 04.8	+28 59
02 03.9	-23 18
02 04.4	-08 43
02 05.3	+13 14
02 04.7	-10 06
02 06.9	+44 34
02 01.6	-68 27
02 02.9	-14 42
02 02.9	-14 38
02 08.0	+29 15
02 07.6	+17 12
02 08.7	+38 46
02 08.5	+29 14
02 08.4	+14 20
02 08.3	+10 59
02 06.6	-41 09
02 07.3	-25 27
02 06.8	-36 28
02 08.5	+06 19
02 09.4	+30 44
02 08.8	+07 58
02 10.1	+39 11
02 08.6	-07 48
02 09.0	-07 46
02 09.5	+06 06
02 10.1	+35 32
02 09.4	-10 08
02 11.0	+37 40
02 09.4	-10 08
02 10.5	-22 04
02 10.4	-22 26
02 09.6	-10 09
02 09.7	-10 12
02 10.2	+07 50
02 11.3	+37 30
02 09.8	-07 46
02 11.1	+32 06
02 10.2	+06 03
02 12.3	+37 29
02 12.2	+44 34
02 12.2	+44 40
02 10.3	-10 20
02 10.2	-22 19
02 11.2	-01 30
02 11.2	+03 47
02 08.9	-56 44
02 11.8	-09 18
02 11.6	-35 51
02 14.0	+27 53
02 13.6	-00 44
02 12.6	-31 57
02 12.6	-22 27
02 13.9	-00 44
02 15.1	+30 47
02 15.8	+35 55
02 13.0	-42 04
02 14.6	-00 46
02 15.4	+06 00
02 16.2	+28 36
02 15.8	-00 46
02 15.9	+01 03
02 16.0	-00 44
02 19.1	+57 09
02 17.2	+14 33
02 17.3	+14 33
02 15.4	-17 48
02 16.6	-11 20
02 16.1	-23 11
02 17.1	+01 14
02 18.0	+14 31
02 18.1	+14 33
02 17.8	-23 22
02 16.8	-08 58
02 18.1	-04 13
02 18.6	-06 35
02 19.7	+15 49
02 19.0	-06 45
02 22.5	+57 07
02 19.8	-00 46
02 23.5	+63 47
02 19.6	-16 04
02 17.4	-59 51
02 19.1	-41 45
02 22.0	+33 16
02 22.6	+42 21
02 20.7	-23 07
02 20.0	-41 23
02 21.6	-05 30
02 21.6	-05 31
02 25.8	+61 59
02 21.1	-33 42
02 24.1	+42 00
02 22.0	-20 48
02 23.5	+26 31
02 23.6	+26 34
02 22.4	-16 40
02 23.8	+27 22
02 24.1	+27 21
02 22.6	-08 43
02 25.3	+42 06
02 23.0	-20 42
02 23.1	-21 13
02 25.4	+42 03
02 25.5	+41 50
02 25.8	+41 59
02 25.8	+41 47
02 25.8	+41 48
02 26.1	+42 09
02 25.7	+27 14
02 25.8	+27 15
02 26.1	+32 14
02 25.9	+18 31
02 26.3	+27 13
02 27.8	+45 58
02 26.6	-15 50
02 25.1	-24 47
02 27.6	+41 59
02 26.8	+20 30
02 27.3	+33 35
02 26.2	-00 19
02 26.7	+12 10
02 27.7	+27 14
02 27.3	-12 05
02 27.9	+20 20
02 28.3	+31 19
02 27.9	+20 21
02 29.2	+45 56
02 27.6	-00 14
02 28.2	+19 36
02 27.7	-01 09
02 29.5	+42 16
02 28.5	+20 17
02 26.4	-44 26
02 29.4	+31 39
02 28.5	-01 08
02 29.0	-10 49
02 29.0	-10 49
02 26.7	-14 30
02 28.6	-10 31
02 30.7	+42 15
02 28.6	-19 03
02 28.7	-10 30
02 30.7	+37 09
02 29.2	-11 01
02 28.8	-22 20
02 31.3	+34 45
02 31.2	+29 36
02 28.8	-41 23
02 30.6	-01 06
02 32.4	+44 39
02 33.6	+57 32
02 30.6	-02 55
02 32.3	+35 31
02 31.6	-09 17
02 31.2	-06 54
02 32.8	+28 05
02 31.7	-04 00
02 31.1	-36 01
02 32.5	-18 39
02 31.8	-19 53
02 32.2	-17 13
02 34.1	+34 30
02 34.1	+32 58
02 34.2	+33 00
02 34.2	+32 59
02 34.3	+29 20
02 34.3	+32 31
02 34.4	+32 59
02 33.2	+09 37
02 34.0	+21 00
02 33.0	-10 44
02 34.8	+32 52
02 34.8	+32 52
02 31.5	-44 31
02 35.5	+40 54
02 32.9	-10 57
02 35.4	+40 57
02 35.0	+31 31
02 34.7	+23 26
02 34.5	-08 46
02 33.6	-39 02
02 32.7	-39 18
02 36.8	+33 19
02 35.2	-09 20
02 33.8	-16 30
02 36.4	+11 39
02 35.6	-07 08
02 37.4	+21 06
02 36.7	+02 03
02 36.7	+02 03
02 38.5	+41 32
02 38.7	+41 39
02 37.2	+07 18
02 37.2	+07 26
02 38.8	+41 40
02 38.9	+41 27
02 39.2	+41 40
02 38.9	+34 37
02 39.3	+40 51
02 37.6	+01 57
02 39.5	+41 29
02 37.4	-11 02
02 37.8	+02 08
02 37.9	+02 04
02 38.3	+02 18
02 37.5	-11 02
02 37.6	-11 01
02 39.3	+30 08
02 37.8	-11 31
02 37.8	-09 32
02 38.2	-01 20
02 38.3	+02 07
02 37.8	-11 01
02 38.0	-09 34
02 38.4	+01 54
02 38.7	+02 13
02 38.8	+02 12
02 38.5	-06 40
02 40.5	+39 03
02 39.1	+10 50
02 36.1	-54 52
02 39.3	+06 32
02 42.6	+61 32
02 39.5	+10 50
02 39.5	+10 47
02 39.9	+18 01
02 36.5	-54 52
02 39.4	+01 05
02 40.1	-08 48
02 38.2	-15 49
02 39.4	-08 07
02 40.4	+19 17
02 38.0	-01 51
02 40.1	+01 30
02 42.0	+42 46
02 42.2	+41 30
02 40.3	-05 28
02 40.4	-08 27
02 40.7	+01 20
02 41.0	+08 43
02 40.4	-11 18
02 41.1	+08 42
02 40.6	-08 10
02 40.6	-08 33
02 40.6	-08 33
02 39.7	-34 17
02 42.5	+34 46
02 40.9	-06 58
02 41.0	-08 15
02 43.2	+41 30
02 42.2	+18 12
02 41.8	+00 26
02 42.9	+28 33
02 43.0	+32 29
02 43.6	+37 20
02 42.5	+18 01
02 43.2	+32 24
02 43.2	+32 27
02 43.7	+32 30
02 42.1	-05 34
02 42.2	-09 22
02 42.1	-15 06
02 43.8	+32 27
02 43.8	+32 30
02 42.7	-00 02
02 42.8	-08 18
02 43.3	+04 58
02 43.0	-08 46
00 02.6	+00 16
02 43.7	+01 22
02 43.7	-16 18
02 43.7	-16 11
02 43.7	-14 45
02 46.1	+40 05
02 46.1	+40 05
02 44.2	-09 26
02 43.8	-29 01
02 45.2	-04 44
02 45.2	-15 35
02 45.7	-08 13
02 45.8	-15 20
02 45.9	-07 35
02 46.4	+03 36
02 47.9	+41 15
02 46.5	-00 30
02 47.0	+16 11
02 46.4	-15 04
02 46.6	-00 15
02 45.6	-17 31
02 45.7	-17 32
02 48.2	+34 25
02 47.5	-00 18
02 47.6	+04 38
02 44.0	-59 55
02 46.5	-30 17
02 46.5	-30 17
02 45.1	-17 39
02 45.4	-17 41
02 45.8	-17 40
02 48.3	+04 34
02 47.1	-22 14
02 48.0	-13 57
02 48.7	-00 17
02 52.4	-15 42
02 50.6	+41 41
02 49.3	+08 06
02 48.6	-07 58
02 49.1	+13 15
02 49.2	-07 52
02 49.7	+13 08
02 50.0	+13 13
02 50.2	+13 18
02 49.2	-17 00
02 50.5	+13 15
02 50.6	+13 19
02 51.3	+13 11
02 50.0	-12 09
02 50.1	-18 02
02 49.2	-14 27
02 50.8	-01 44
