#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-12-14T02:45:03 [V7.4.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-12-14T02:45:03	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VII/110A/table3&-out.max=unlimited&-out.form=TSV&-out.meta=&-out=ACO&-out=_RA.icrs&-out=_DE.icrs&-out=Count&-out=Rich	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7110
#Name: VII/110A
#Title: Rich Clusters of Galaxies (Abell+ 1989)
#INFO	ivoid=ivo://cds.vizier/vii/110a	    IVOID of underlying data collection
#INFO	creator=Abell G.O.	    First author or institution
#INFO	cites=bibcode:1989ApJS...70....1A	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=1989	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/110A	    Dataset landing page
#INFO	publication_date=2012-11-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B1950:	eq_FK4 B1950
#Table	VII_110A_table3:
#Name: VII/110A/table3
#Title: Revised northern "Abell Catalog"
  87	00 43.0	-09 48	 50	1
  88	00 42.9	-26 03	 58	1
  89	00 43.1	-09 26	 37	0
  90	00 43.4	+02 10	 93	2
  91	00 43.2	-10 38	 55	1
  92	00 43.7	+20 39	 46	0
  93	00 43.7	-18 28	 47	0
  94	00 45.3	-02 20	 44	0
  95	00 45.9	-00 52	 52	1
  96	00 46.4	+39 30	 61	1
  97	00 45.9	-23 10	 80	2
  98	00 46.4	+20 29	185	3
  99	00 46.8	-17 39	 40	0
 100	00 47.3	-02 31	 40	0
 101	00 47.6	-00 55	 90	2
 102	00 48.7	+01 22	 39	0
 103	00 49.2	-05 51	 80	2
 104	00 49.8	+24 31	 50	1
 105	00 49.5	-04 44	 59	1
 106	00 50.4	-11 41	 37	0
 107	00 50.3	-19 15	 59	1
 108	00 51.0	-06 33	 81	2
 109	00 52.5	+22 13	 72	1
 110	00 52.8	+06 07	 46	0
 111	00 52.8	-05 01	140	3
 112	00 53.7	-00 48	 50	1
 113	00 53.5	-04 37	 83	2
 114	00 53.7	-21 41	 43	0
 115	00 56.0	+26 19	174	3
 116	00 55.9	+00 38	 48	0
 117	00 56.0	-10 02	 40	0
 118	00 55.7	-26 25	 77	1
 119	00 56.4	-01 16	 69	1
 120	00 57.1	-16 25	 52	1
 121	00 57.5	-07 01	 67	1
 122	00 57.4	-26 17	 64	1
 123	00 58.4	-14 24	 72	1
 124	00 59.4	+42 22	 94	2
 125	01 00.1	+14 16	 66	1
 126	00 59.8	-14 13	 51	1
 127	00 59.9	-23 28	 58	1
 128	01 00.5	-12 58	 41	0
 129	01 01.0	-09 58	103	2
 130	01 01.6	-00 09	 66	1
 131	01 02.2	-14 47	 51	1
 132	01 03.0	+27 01	 39	0
 133	01 02.6	-21 48	 47	0
 134	01 03.0	-02 32	 43	0
 135	01 03.2	-22 35	100	2
 136	01 04.1	+25 04	 99	2
 137	01 04.5	+25 44	102	2
 138	01 05.3	+43 06	146	3
 139	01 05.4	+36 23	120	2
 140	01 04.5	-23 58	182	3
 141	01 05.6	-24 36	140	3
 142	01 06.2	+00 57	 95	2
 143	01 06.7	+26 14	 59	1
 144	01 06.3	-20 52	 63	1
 145	01 06.7	-02 27	 82	2
 146	01 07.5	-11 15	 70	1
 147	01 08.2	+02 10	 32	0
 148	01 08.0	-13 11	 52	1
 149	01 09.4	+43 36	 98	2
 150	01 09.2	+13 10	 55	1
 151	01 08.9	-15 25	 72	1
 152	01 09.8	+13 59	 46	0
 153	01 09.7	+05 14	108	2
 154	01 11.0	+17 40	 66	1
 155	01 10.3	-24 49	 51	1
 156	01 11.8	+33 27	 65	1
 157	01 11.1	-14 24	 61	1
 158	01 11.8	+16 53	 46	0
 159	01 12.0	-15 06	 51	1
 160	01 12.9	+15 31	 34	0
 161	01 14.8	+37 25	 41	0
 162	01 14.2	+02 53	 68	1
 163	01 14.6	+24 44	 88	2
 164	01 14.3	-03 45	 60	1
 165	01 15.4	+32 36	 37	0
 166	01 14.6	-16 16	 76	1
 167	01 15.4	+24 29	 78	1
 168	01 15.2	+00 15	 89	2
 169	01 16.5	+41 07	 63	1
 170	01 16.1	+13 06	 37	0
 171	01 16.8	+16 16	 42	0
 172	01 17.0	+03 15	 75	1
 173	01 18.8	+39 00	 74	1
 174	01 19.8	+35 49	 36	0
 175	01 19.6	+14 53	 84	2
 176	01 19.6	-08 08	 56	1
 177	01 20.0	-21 01	 68	1
 178	01 21.8	+20 05	 77	1
 179	01 21.8	+19 29	 31	0
 180	01 21.9	+03 01	 33	0
 181	01 22.0	+00 18	 74	1
 182	01 22.2	-06 55	 49	0
 183	01 21.9	-21 54	 39	0
 184	01 22.7	+13 03	 78	1
 185	01 22.4	-21 28	 74	1
 186	01 22.7	-10 25	 56	1
 187	01 22.5	-19 13	111	2
 188	01 22.8	-12 46	 57	1
 189	01 23.7	+01 39	 50	1
 190	01 23.7	-09 51	 33	0
 191	01 24.4	+20 55	 89	2
 192	01 24.3	+04 29	 90	2
 193	01 25.1	+08 42	 58	1
 194	01 25.6	-01 30	 37	0
 195	01 26.9	+19 11	 32	0
 196	01 27.2	+23 13	 77	1
 197	01 26.7	-18 06	 65	1
 198	01 27.0	-16 26	110	2
 199	01 27.1	-17 47	 46	0
 200	01 28.0	+15 13	 57	1
 201	01 28.1	+16 32	 43	0
 202	01 27.9	+07 17	111	2
 203	01 28.3	+01 53	 71	1
 204	01 28.6	-06 47	 55	1
 205	01 29.0	+06 12	 77	1
 206	01 28.5	-25 35	 39	0
 207	01 29.1	-02 30	 41	0
 208	01 31.6	+00 32	 41	0
 209	01 32.0	-13 35	158	3
 210	01 32.3	-25 59	 34	0
 211	01 32.8	-04 01	 83	2
 212	01 34.3	+04 29	 44	0
 213	01 35.4	+20 37	 50	1
 214	01 34.3	-26 06	 71	1
 215	01 35.4	-23 27	 66	1
 216	01 36.7	-06 25	 70	1
 217	01 36.6	-08 03	 64	1
 218	01 36.6	-10 45	 59	1
 219	01 37.3	+09 09	 62	1
 220	01 37.3	+07 56	 69	1
 221	01 38.1	+18 08	 71	1
 222	01 37.5	-12 59	155	3
 223	01 38.0	-12 47	152	3
 224	01 38.3	-06 57	 75	1
 225	01 38.9	+18 53	 51	1
 226	01 39.0	-10 15	 75	1
 227	01 39.8	+18 11	 79	1
 228	01 39.2	-10 03	 33	0
 229	01 39.4	-03 38	 77	1
 230	01 39.5	-11 22	104	2
 231	01 40.6	+24 31	 48	0
 232	01 40.1	-10 22	 71	1
 233	01 40.3	-01 50	 58	1
 234	01 41.0	+18 55	 76	1
 235	01 40.2	-17 25	 74	1
 236	01 40.5	-11 51	 58	1
 237	01 41.0	+00 16	 34	0
 238	01 40.9	-23 03	 63	1
 239	01 41.4	-11 47	 80	2
 240	01 41.9	+07 37	 43	0
 241	01 41.6	-16 15	 68	1
 242	01 41.9	-14 19	 52	1
 243	01 42.5	-10 14	 47	0
 244	01 44.2	+18 29	 61	1
 245	01 44.1	+06 23	 40	0
 246	01 44.7	+05 48	 56	1
 247	01 45.2	+17 38	 57	1
 248	01 44.8	-02 16	 79	1
 249	01 46.7	+20 03	 63	1
 250	01 47.0	+19 41	 53	1
 251	01 46.4	-07 18	 47	0
 252	01 46.6	-02 42	 64	1
 253	01 47.8	+20 39	 61	1
 254	01 47.2	-03 17	 96	2
 255	01 47.3	-01 59	 70	1
 256	01 47.6	-03 51	 75	1
 257	01 49.0	+13 59	 51	1
 258	01 50.1	+23 28	 44	0
 259	01 50.3	-11 59	 31	0
 260	01 51.9	+33 10	 51	1
 261	01 51.4	-02 14	 63	1
 262	01 52.8	+36 09	 40	0
 263	01 53.4	+37 34	 51	1
 264	01 51.8	-25 46	 66	1
 265	01 52.4	-07 01	 98	2
 266	01 52.6	-04 08	 38	0
 267	01 52.9	+01 03	 37	0
 268	01 53.4	-01 07	 44	0
 269	01 53.5	-04 19	 58	1
 270	01 53.8	-02 49	 61	1
 271	01 54.1	+01 46	 32	0
 272	01 55.3	+33 57	 52	1
 273	01 54.1	-23 32	 58	1
 274	01 54.7	-06 16	140	3
 275	01 55.8	+14 40	 50	1
 276	01 57.1	+41 22	 39	0
 277	01 55.8	-07 22	 50	1
 278	01 57.3	+32 14	 38	0
 279	01 56.4	+01 04	 70	1
 280	01 56.5	-01 46	 40	0
 281	01 57.1	-05 50	 47	0
 282	01 57.0	-10 06	 46	0
 283	01 56.9	-22 02	 62	1
 284	01 57.9	-00 38	 67	1
 285	01 57.9	-03 44	 55	1
 286	01 58.4	-01 46	 93	2
 287	02 00.4	-07 52	 35	0
 288	02 01.7	+18 25	 75	1
 289	02 00.7	-24 38	 50	1
 290	02 02.2	+21 01	 41	0
 291	02 01.6	-02 11	 36	0
 292	02 02.5	+19 05	 36	0
 293	02 02.0	+03 46	 87	2
 294	02 02.2	+05 24	 56	1
 295	02 02.5	-01 05	 51	1
 296	02 02.4	-03 08	 53	1
 297	02 02.1	-25 35	 80	2
 298	02 02.8	-09 21	 54	1
 299	02 04.8	+00 19	 61	1
 300	02 05.3	+17 51	 61	1
 301	02 05.3	-02 06	 54	1
 302	02 05.5	-24 46	 53	1
 303	02 06.2	-03 19	 50	1
 304	02 06.5	+04 29	 43	0
 305	02 06.5	-14 55	 54	1
 306	02 07.1	-11 48	 55	1
 307	02 08.1	+10 28	 55	1
 308	02 08.0	-03 21	 44	0
 309	02 08.3	+03 00	 53	1
 310	02 08.5	+05 28	 65	1
 311	02 09.2	+19 43	 41	0
 312	02 09.6	+04 52	 63	1
 313	02 10.1	+02 54	 67	1
 314	02 09.6	-12 54	 96	2
 315	02 10.1	-01 00	 93	2
 316	02 09.9	-13 29	 43	0
 317	02 10.2	-08 32	 55	1
 318	02 12.9	+26 26	 78	1
 319	02 11.8	-12 06	 78	1
 320	02 13.1	+25 23	 65	1
 321	02 11.7	+00 23	 55	1
 322	02 13.5	+07 30	 41	0
 323	02 13.6	-02 52	 66	1
 324	02 13.7	-01 32	 58	1
 325	02 13.0	-25 17	 79	1
 326	02 13.7	-07 07	 34	0
 327	02 13.1	-26 07	 49	0
 328	02 13.9	-06 52	 38	0
 329	02 14.7	-04 32	 56	1
 330	02 15.4	+10 20	 43	0
 331	02 15.6	+11 22	 73	1
 332	02 15.5	-13 36	 65	1
 333	02 16.6	+16 51	113	2
 334	02 16.3	-04 12	 57	1
 335	02 16.1	-12 09	 55	1
 336	02 16.6	-02 07	 40	0
 337	02 17.9	+17 31	 76	1
 338	02 17.5	-11 16	 64	1
 339	02 17.8	-09 06	 54	1
 340	02 18.4	-12 40	 35	0
 341	02 19.0	-16 48	 30	0
 342	02 19.8	+02 44	 75	1
 343	02 19.1	-21 51	 48	0
 344	02 21.7	+21 22	109	2
 345	02 21.4	+13 36	 51	1
 346	02 22.5	+26 24	 70	1
 347	02 25.8	+41 52	 32	0
 348	02 24.0	-08 35	 53	1
 349	02 26.4	+36 49	 58	1
 350	02 25.0	-09 49	 62	1
 351	02 25.4	-08 43	 45	0
 352	02 28.1	-02 11	 58	1
 353	02 27.5	-22 04	 53	1
 354	02 28.6	+01 25	 51	1
 355	02 28.2	-11 56	 43	0
 356	02 29.1	+04 28	108	2
 357	02 29.4	+13 14	 35	0
 358	02 30.2	-13 12	 34	0
 359	02 30.9	+02 49	104	2
 360	02 31.3	+06 59	107	2
 361	02 31.5	+02 53	 41	0
 362	02 31.6	-04 52	 77	1
 363	02 32.8	+09 27	119	2
 364	02 35.2	+08 41	 96	2
 365	02 35.6	-01 25	 34	0
 366	02 35.7	-05 26	 71	1
 367	02 36.6	-19 23	 57	1
 368	02 37.4	-26 30	 44	0
 369	02 39.7	-03 32	 57	1
 370	02 39.8	-01 35	 40	0
 371	02 41.1	-11 13	 68	1
 372	02 43.6	+41 51	 40	0
 373	02 43.4	+28 00	 57	1
 374	02 43.5	+04 15	 87	2
 375	02 44.9	+29 04	 44	0
 376	02 45.8	+36 52	 36	0
 377	02 46.0	+27 49	 75	1
 378	02 45.0	-03 05	 68	1
 379	02 45.5	+03 25	 58	1
 380	02 44.4	-26 15	 64	1
 381	02 46.0	-00 38	 83	2
 382	02 47.1	+04 19	 53	1
 383	02 48.1	-03 30	100	2
 384	02 48.2	-02 17	 75	1
 385	02 47.7	-21 49	 34	0
 386	02 50.0	-17 10	 41	0
 387	02 52.5	+28 06	 35	0
 388	02 51.6	-03 46	 86	2
 389	02 51.3	-24 55	 97	2
 390	02 52.8	-14 58	 46	0
 391	02 53.5	-02 30	 67	1
 392	02 54.3	+04 56	 37	0
 393	02 54.4	+03 55	 67	1
 394	02 53.9	-14 39	 68	1
 395	02 54.5	-10 23	 82	2
 396	02 57.5	+41 36	 37	0
 397	02 57.0	+15 57	 35	0
 398	02 56.1	-15 41	 64	1
 399	02 57.9	+13 01	 57	1
 400	02 57.6	+06 02	 58	1
 401	02 58.9	+13 35	 90	2
 402	02 57.6	-22 07	 35	0
 403	02 59.2	+03 30	100	2
 404	03 01.2	+41 24	 32	0
 405	03 01.0	+37 45	 53	1
 406	02 58.8	-19 37	 48	0
 407	03 01.7	+35 50	 46	0
 408	03 02.7	+32 25	 66	1
 409	03 03.3	+01 53	 72	1
 410	03 03.9	+03 48	 70	1
 411	03 04.6	+01 01	 59	1
 412	03 06.3	-00 10	 36	0
 413	03 06.6	+02 16	 55	1
 414	03 06.1	-14 27	 40	0
 415	03 06.8	-12 02	 67	1
 416	03 07.2	-16 44	 52	1
 417	03 07.6	-14 34	 30	0
 418	03 08.3	-13 44	 50	1
 419	03 08.5	-23 39	 32	0
 420	03 09.3	-11 32	 55	1
 421	03 10.6	+09 48	 52	1
 422	03 10.3	-11 03	 53	1
 423	03 11.3	-12 07	 89	2
 424	03 12.2	-02 39	 57	1
 425	03 15.9	-11 44	 53	1
 426	03 18.6	+41 31	 88	2
 427	03 18.2	+34 27	 66	1
 428	03 16.0	-19 06	 47	0
 429	03 19.7	+36 49	108	2
 430	03 21.5	-15 20	 38	0
 431	03 21.6	-16 33	 66	1
 432	03 24.1	-05 48	108	2
 433	03 24.6	-06 47	 71	1
 434	03 25.0	-09 27	 59	1
 435	03 26.0	-05 38	 67	1
 436	03 26.7	+09 09	 42	0
 437	03 26.8	-02 44	 33	0
 438	03 28.6	-09 51	 60	1
 439	03 30.5	+24 47	 35	0
 440	03 29.2	-10 37	 61	1
 441	03 30.6	-06 58	 71	1
 442	03 30.4	-12 55	 66	1
 443	03 31.6	-06 15	 60	1
 444	03 35.4	+03 18	 33	0
 445	03 36.5	-02 52	 50	1
 446	03 37.2	-02 25	 38	0
 447	03 38.0	-05 07	 81	2
 448	03 38.7	-11 07	 80	2
 449	03 49.6	+75 11	 56	1
 450	03 41.7	+23 30	 40	0
 451	03 42.1	-02 25	 40	0
 452	03 45.8	+01 41	 48	0
 453	03 44.7	-20 02	 86	2
 454	03 45.2	-12 59	 74	1
 455	03 46.6	+07 52	 54	1
 456	03 45.4	-20 44	 50	1
 457	03 45.6	-20 08	 70	1
 458	03 45.8	-24 17	114	2
 459	03 46.1	-20 18	 66	1
 460	03 46.6	-13 42	 70	1
 461	03 48.8	+27 08	 83	2
 462	03 48.3	-17 40	 97	2
 463	03 49.2	-21 35	 44	0
 464	03 49.5	-17 49	104	2
 465	03 51.0	+06 18	 63	1
 466	03 52.3	+25 14	 56	1
 467	03 50.3	-22 16	 46	0
 468	03 52.7	+21 25	 34	0
 469	03 52.0	-22 10	 97	2
 470	03 55.2	-04 40	 44	0
 471	03 59.5	-13 39	 57	1
 472	04 03.7	-17 06	 96	2
 473	04 04.5	-17 28	 43	0
 474	04 11.9	-16 41	 52	1
 475	04 08.9	-09 23	 63	1
 476	04 11.4	-11 12	 61	1
 477	04 12.1	-01 52	 65	1
 478	04 13.3	+10 29	104	2
 479	04 14.3	-03 25	 43	0
 480	04 15.1	+00 59	 40	0
 481	04 15.5	-09 57	 49	0
 482	04 16.5	-02 08	 55	1
 483	04 16.1	-11 32	 52	1
 484	04 16.3	-07 40	 50	1
 485	04 17.6	+04 48	 37	0
 486	04 22.5	-04 56	 58	1
 487	04 22.8	-24 15	 59	1
 488	04 24.7	-05 16	 52	1
 489	04 26.4	-04 35	 33	0
 490	04 26.9	-20 42	 48	0
 491	04 29.5	-05 02	 56	1
 492	04 40.2	+76 31	 62	1
 493	04 40.9	+73 48	 80	2
 494	04 30.8	-07 45	115	2
 495	04 30.0	-26 22	 49	0
 496	04 33.6	-13 15	 50	1
 497	04 36.9	+10 38	 47	0
 498	04 37.8	+21 12	 55	1
 499	04 37.2	-20 25	 41	0
 500	04 38.9	-22 06	 53	1
 501	04 42.0	+08 24	 68	1
 502	04 50.4	+69 47	 46	0
 503	04 41.4	-17 11	 64	1
 504	04 43.2	+06 49	 75	1
 505	05 00.2	+80 01	 39	0
 506	04 43.3	-09 42	 88	2
 507	04 43.2	-18 28	 53	1
 508	04 45.9	+02 00	 85	2
 509	04 47.7	+02 17	 72	1
 510	04 46.8	-21 01	 61	1
 511	04 46.7	-25 25	 48	0
 512	04 47.5	-18 17	 52	1
 513	04 48.2	-09 43	 32	0
 514	04 47.7	-20 26	 78	1
 515	04 49.6	+06 10	 67	1
 516	04 50.1	-08 49	 61	1
 517	04 50.5	-09 14	 90	2
 518	04 51.4	-10 43	 86	2
 519	04 53.8	+00 41	 48	0
 520	04 54.3	+02 57	186	3
 521	04 54.2	-10 15	 63	1
 522	04 57.0	-06 08	 66	1
 523	04 59.0	+08 46	124	2
 524	04 57.8	-19 42	 74	1
 525	04 59.5	+08 08	 40	0
 526	04 59.9	+05 26	 71	1
 527	05 10.3	+73 42	 34	0
 528	04 59.3	-09 01	 40	0
 529	05 00.7	+06 10	 89	2
 530	05 00.5	-00 52	 86	2
 531	05 01.3	-03 33	 53	1
 532	05 03.2	+11 57	 49	0
 533	05 01.5	-22 37	 31	0
 534	05 15.3	+73 30	 68	1
 535	05 07.5	-02 35	 56	1
 536	05 07.8	-09 14	 97	2
 537	05 24.7	+73 53	104	2
 538	05 15.3	-15 42	 60	1
 539	05 16.6	+06 27	 50	1
 540	05 25.5	-25 41	 55	1
 541	05 34.1	+64 24	110	2
 542	05 37.9	+64 02	 70	1
 543	05 30.6	-22 25	 78	1
 544	05 30.9	-25 57	 89	2
 545	05 32.3	-11 32	234	4
 546	05 42.5	+66 27	 68	1
 547	05 37.4	-14 25	 89	2
 548	05 47.0	-25 37	 79	1
 549	05 56.6	+65 41	 36	0
 550	05 52.6	-21 04	103	2
 551	05 54.9	-17 45	 62	1
 552	06 09.4	+76 19	 57	1
 553	06 12.6	+48 36	 30	0
 554	06 18.7	+67 26	 42	0
 555	06 17.2	-17 15	 57	1
 556	06 28.6	+67 02	 47	0
 557	06 30.3	+69 13	 34	0
 558	06 38.8	+73 35	103	2
 559	06 40.1	+69 41	 33	0
 560	06 43.0	+67 52	 69	1
 561	06 43.9	+69 01	 33	0
 562	06 51.9	+69 16	 70	1
 563	06 57.9	+69 01	 84	2
 564	07 00.7	+69 49	 56	1
 565	07 07.4	+71 45	 59	1
 566	07 04.5	+63 18	127	2
 567	07 01.6	+32 50	 60	1
 568	07 07.6	+35 02	 36	0
 569	07 09.2	+48 37	 36	0
 570	07 18.3	+70 29	101	2
 571	07 18.9	+71 53	 84	2
 572	07 14.2	+54 40	 37	0
 573	07 17.4	+67 32	 50	1
 574	07 20.0	+70 57	102	2
 575	07 30.3	+79 11	 45	0
 576	07 21.4	+55 44	 61	1
 577	07 33.2	+78 56	125	2
 578	07 25.0	+66 59	 44	0
 579	07 21.3	+36 44	121	2
 580	07 25.9	+41 25	 60	1
 581	07 25.7	+11 06	 64	1
 582	07 28.2	+41 58	 34	0
 583	07 28.8	+43 02	106	2
 584	07 28.6	+26 41	 51	1
 585	07 31.0	+40 51	 35	0
 586	07 32.3	+31 38	190	3
 587	07 33.0	+39 27	 59	1
 588	07 39.0	+69 57	 78	1
 589	07 41.3	+63 29	 53	1
 590	07 37.5	+35 16	 65	1
 591	07 42.0	+43 58	 50	1
 592	07 42.6	+09 22	 53	1
 593	07 52.0	+72 49	154	3
 594	07 44.8	+11 04	 50	1
 595	07 48.8	+52 04	 45	0
 596	07 56.7	+72 37	 95	2
 597	07 52.0	+35 21	 54	1
 598	07 50.9	+17 39	 70	1
 599	07 57.5	+68 51	 66	1
 600	07 56.4	+63 45	 33	0
 601	07 53.4	+34 19	 57	1
 602	07 53.3	+29 21	 32	0
 603	07 55.8	+33 45	 54	1
 604	07 59.2	+61 22	 38	0
 605	07 56.3	+27 24	 39	0
 606	07 57.1	+35 57	 60	1
 607	07 57.5	+39 20	 49	0
 608	08 02.2	+63 46	 57	1
 609	08 02.3	+63 32	 63	1
 610	07 59.3	+27 07	 46	0
 611	08 01.0	+36 05	 56	1
 612	08 01.0	+34 49	 50	1
 613	08 02.5	+45 09	 71	1
 614	08 01.1	+17 58	 44	0
 615	08 02.8	+31 44	 59	1
 616	08 04.3	+46 48	 65	1
 617	08 14.2	+77 19	 84	2
 618	08 09.0	+67 33	 76	1
 619	08 02.6	-02 12	 52	1
 620	08 05.7	+45 41	 83	2
 621	08 11.3	+70 01	 97	2
 622	08 07.4	+48 01	 57	1
 623	08 05.6	-00 57	 57	1
 624	08 17.8	+76 52	 74	1
 625	08 28.2	+82 22	107	2
 626	08 10.7	+49 12	 53	1
 627	08 09.3	+34 43	 54	1
 628	08 10.1	+35 13	 43	0
 629	08 15.0	+66 26	 78	1
 630	08 11.1	+40 19	 35	0
 631	08 11.2	+35 58	 38	0
 632	08 09.6	+04 55	 62	1
 633	08 15.5	+63 45	 91	2
 634	08 14.6	+58 03	 40	0
 635	08 11.1	+16 43	 35	0
 636	08 20.7	+72 45	 43	0
 637	08 15.0	+48 23	 40	0
 638	08 13.1	+13 26	 48	0
 639	08 19.9	+67 55	135	3
 640	08 17.4	+29 43	 53	1
 641	08 14.7	+22 38	 35	0
 642	08 19.1	+30 03	 91	2
 643	08 19.6	+52 30	 30	0
 644	08 17.4	-07 35	 42	0
 645	08 22.5	+56 34	 50	1
 646	08 22.1	+47 06	 48	0
 647	08 20.4	+07 32	 74	1
 648	08 22.2	+32 32	 56	1
 649	08 24.2	+48 52	 40	0
 650	08 22.5	+18 34	 31	0
 651	08 22.3	+16 06	 42	0
 652	08 25.7	+56 02	 39	0
 653	08 21.8	+01 13	 52	1
 654	08 24.2	+38 55	 55	1
 655	08 25.3	+47 07	142	3
 656	08 25.5	+48 16	 54	1
 657	08 23.3	+15 57	 96	2
