#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-12-14T03:16:24 [V7.4.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-12-14T03:16:25	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=VII%2F20%2Fcatalog&-out.max=unlimited&-out.form=TSV&-out.meta=&-out=Sh2&-out=RA1900&-out=DE1900&-out=Diam	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7020
#Name: VII/20
#Title: Catalogue of HII Regions (Sharpless 1959)
#INFO	ivoid=ivo://cds.vizier/vii/20	    IVOID of underlying data collection
#INFO	creator=Sharpless S.	    First author or institution
#INFO	cites=bibcode:1959ApJS....4..257S	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=1959	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/20	    Dataset landing page
#INFO	publication_date=1998-02-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B1900:	eq_FK4 B1900
#Table	VII_20_catalog:
#Name: VII/20/catalog
#Title: The Sharpless (Sh 2) Catalogue
  37	18 11 48.0	-19 42 00	  20
  38	18 02 54.0	-18 17 00	   3
  39	18 10 54.0	-18 41 00	   3
  40	18 06 12.0	-17 46 00	  15
  41	18 10 00.0	-18 16 00	  90
  42	18 04 30.0	-16 50 00	   3
  43	18 10 36.0	-17 26 00	  15
  44	18 10 42.0	-16 46 00	  60
  45	18 15 00.0	-16 13 00	  60
  46	18 00 30.0	-14 10 00	  25
  47	18 12 00.0	-15 39 00	   5
  48	18 16 42.0	-14 38 00	  10
  49	18 13 00.0	-14 00 00	  90
  50	18 19 48.0	-14 46 00	  35
  51	18 35 00.0	-16 39 00	  35
  52	19 41 48.0	-23 20 00	   2
  53	18 19 36.0	-13 17 00	  15
  54	18 12 18.0	-11 46 00	 140
  55	18 26 36.0	-11 50 00	   5
  56	18 25 36.0	-09 47 00	   7
  57	18 25 06.0	-08 41 00	   2
  58	18 26 00.0	-08 32 00	   8
  59	18 31 36.0	-07 41 00	  20
  60	18 31 18.0	-06 47 00	  20
  61	18 27 36.0	-05 05 00	   2
  62	18 22 18.0	-03 55 00	   4
  63	19 52 06.0	-14 23 00	  55
  64	18 26 24.0	-01 59 00	  25
  65	18 41 42.0	-03 51 00	   7
  66	18 40 18.0	-02 06 00	   8
  67	18 44 12.0	-02 28 00	  10
  68	18 20 06.0	+00 48 00	   8
  69	18 39 18.0	-00 23 00	  20
  70	18 09 48.0	+07 02 00	   5
  71	18 57 00.0	+02 01 00	   3
  72	18 58 48.0	+02 10 00	  25
  73	16 06 48.0	+22 08 00	  75
  74	19 03 54.0	+05 27 00	   3
  75	18 54 24.0	+06 59 00	  10
  76	18 51 36.0	+07 41 00	   7
  77	19 43 12.0	+00 54 00	   8
  78	18 58 36.0	+13 59 00	  12
  79	19 18 42.0	+13 47 00	  40
  80	19 07 00.0	+16 42 00	   2
  81	19 56 30.0	+11 31 00	  10
  82	19 25 54.0	+18 04 00	   9
  83	19 20 12.0	+20 36 00	   2
  84	19 44 36.0	+18 09 00	  15
  85	18 59 12.0	+25 41 00	   6
  86	19 38 54.0	+23 03 00	  40
  87	19 42 12.0	+24 23 00	  10
  88	19 41 48.0	+25 06 00	  25
  89	19 45 54.0	+26 14 00	   5
  90	19 45 06.0	+26 37 00	   6
  91	19 31 36.0	+29 23 00	 120
  92	19 42 36.0	+28 00 00	  50
  93	19 50 54.0	+26 57 00	   1
  94	19 24 00.0	+31 16 00	  25
  95	19 51 00.0	+29 02 00	   1
  96	19 24 54.0	+32 29 00	  25
  97	19 52 06.0	+30 00 00	  10
  98	19 54 48.0	+31 09 00	  15
  99	19 57 00.0	+33 13 00	   5
 100	19 58 00.0	+33 14 00	   4
 101	19 56 12.0	+35 01 00	  20
 102	20 27 42.0	+30 16 00	  40
 103	20 46 24.0	+30 33 00	 210
 104	20 14 00.0	+36 26 00	   7
 105	20 08 24.0	+38 03 00	  18
 106	20 23 42.0	+37 04 00	   3
 107	20 38 54.0	+35 59 00	   5
 108	20 19 00.0	+39 56 00	 180
 109	20 30 00.0	+40 00 00	1080
 110	21 16 36.0	+32 02 00	  50
 111	21 37 30.0	+29 39 00	  90
 112	20 30 30.0	+45 19 00	  15
 113	21 16 48.0	+37 40 00	  15
 114	21 17 12.0	+38 17 00	   9
 115	20 31 18.0	+46 32 00	  50
 116	20 29 06.0	+47 01 00	   2
 117	20 55 12.0	+43 56 00	 240
 118	21 33 00.0	+39 46 00	 480
 119	21 14 42.0	+43 31 00	 160
 120	21 00 30.0	+49 29 00	   1
 121	21 01 54.0	+49 15 00	   1
 122	23 03 48.0	+14 23 00	  40
 123	21 38 30.0	+44 05 00	  13
 124	21 34 48.0	+49 54 00	  70
 125	21 49 42.0	+46 48 00	   9
 126	22 29 00.0	+38 04 00	 160
 127	21 25 30.0	+54 11 00	   2
 128	21 29 00.0	+55 25 00	   1
 129	21 09 12.0	+59 33 00	 140
 130	20 41 12.0	+62 52 00	   3
 131	21 35 54.0	+57 02 00	 170
 132	22 15 06.0	+55 38 00	  90
 133	21 26 42.0	+63 52 00	  80
 134	22 08 06.0	+58 55 00	 160
 135	22 18 36.0	+58 14 00	  15
 136	21 15 00.0	+67 50 00	   5
 137	21 54 24.0	+64 13 00	  90
 138	22 28 54.0	+57 58 00	   1
 139	22 31 12.0	+57 42 00	  10
 140	22 15 54.0	+62 47 00	  30
 141	22 25 00.0	+61 08 00	   5
 142	22 43 36.0	+57 32 00	  30
 143	22 46 12.0	+57 11 00	   4
 144	22 41 00.0	+59 22 00	   4
 145	22 22 18.0	+63 48 00	  90
 146	22 45 30.0	+59 24 00	   2
 147	22 51 24.0	+57 56 00	   2
 148	22 52 06.0	+57 59 00	   2
 149	22 52 18.0	+58 00 00	   1
 150	22 27 54.0	+64 36 00	  40
 151	22 58 48.0	+56 32 00	  20
 152	22 54 30.0	+58 15 00	   2
 153	22 55 06.0	+58 12 00	   5
 154	22 47 30.0	+60 39 00	  60
 155	22 52 48.0	+62 05 00	  60
 156	23 01 00.0	+59 43 00	   2
 157	23 11 42.0	+59 30 00	  90
 158	23 09 24.0	+60 58 00	  10
 159	23 11 24.0	+60 36 00	   7
 160	23 01 48.0	+64 08 00	  80
 161	23 11 12.0	+61 19 00	  55
 162	23 16 18.0	+60 39 00	  40
 163	23 28 42.0	+60 14 00	  10
 164	23 33 42.0	+59 25 00	   3
 165	23 35 06.0	+61 23 00	  10
 166	23 37 24.0	+60 25 00	  10
 167	23 30 48.0	+64 18 00	   2
 168	23 48 06.0	+59 55 00	   7
 169	23 49 00.0	+59 49 00	   5
 170	23 56 36.0	+64 04 00	  20
 171	23 59 30.0	+66 36 00	 180
 172	00 10 12.0	+60 42 00	   1
 173	00 16 24.0	+61 11 00	  30
 174	23 42 36.0	+80 23 00	  10
 175	00 21 42.0	+64 09 00	   2
 176	00 26 06.0	+56 44 00	  10
 177	00 25 54.0	+61 55 00	  40
 178	22 34 06.0	+87 15 00	 420
 179	00 34 36.0	+62 19 00	   1
 180	00 42 48.0	+62 23 00	  15
 181	00 43 12.0	+64 40 00	  15
 182	00 44 12.0	+64 12 00	   2
 183	00 47 48.0	+65 10 00	  35
 184	00 47 00.0	+56 04 00	  40
 185	00 53 54.0	+60 27 00	 120
 186	01 02 30.0	+62 36 00	   1
 187	01 16 36.0	+61 20 00	  10
 188	01 24 12.0	+57 51 00	   9
 189	02 04 36.0	+63 42 00	   2
 190	02 25 48.0	+61 00 00	 150
 191	02 29 12.0	+59 12 00	   2
 192	02 39 24.0	+61 34 00	   1
 193	02 39 42.0	+61 35 00	   2
 194	02 39 30.0	+61 31 00	   2
 195	02 32 36.0	+59 13 00	   3
 196	02 43 24.0	+61 49 00	   4
 197	02 34 24.0	+59 13 00	   5
 198	02 42 24.0	+59 17 00	   9
 199	02 46 48.0	+60 00 00	 120
 200	03 02 30.0	+62 26 00	   6
 201	02 55 18.0	+60 05 00	   5
 202	03 10 54.0	+59 16 00	 170
 203	03 14 30.0	+54 31 00	  45
 204	03 47 42.0	+57 08 00	  40
 205	03 48 30.0	+52 54 00	 120
 206	03 55 42.0	+51 03 00	  50
 207	04 12 18.0	+52 54 00	   4
 208	04 12 00.0	+52 44 00	   1
 209	04 03 30.0	+50 54 00	  14
 210	04 23 12.0	+52 20 00	  20
 211	04 29 18.0	+50 44 00	   2
 212	04 33 00.0	+50 11 00	   5
 213	04 13 36.0	+44 41 00	   1
 214	04 14 30.0	+44 08 00	   4
 215	04 10 36.0	+42 22 00	   2
 216	04 37 36.0	+46 38 00	  80
 217	04 51 18.0	+47 51 00	   9
 218	05 33 18.0	+52 08 00	  70
 219	04 48 42.0	+47 14 00	   3
 220	03 54 06.0	+36 20 00	 320
 221	04 54 18.0	+46 12 00	 120
 222	04 23 36.0	+35 03 00	   6
 223	05 10 06.0	+42 06 00	  70
 224	05 20 06.0	+42 53 00	  30
 225	05 20 00.0	+40 32 00	  10
 226	05 04 18.0	+37 52 00	   3
 227	05 13 00.0	+38 51 00	  20
 228	05 06 48.0	+37 20 00	   8
 229	05 09 42.0	+34 21 00	  65
 230	05 15 54.0	+34 02 00	 300
 231	05 32 36.0	+35 52 00	  12
 232	05 35 42.0	+36 09 00	  40
 233	05 32 00.0	+35 44 00	   2
 234	05 21 30.0	+34 21 00	  12
 235	05 34 18.0	+35 48 00	  10
 236	05 16 00.0	+33 16 00	  55
 237	05 24 48.0	+34 12 00	   7
 238	04 16 00.0	+19 18 00	   1
 239	04 25 30.0	+17 54 00	   5
 240	05 34 42.0	+28 03 00	 180
 241	05 57 42.0	+30 15 00	  10
 242	05 45 36.0	+26 59 00	   7
 243	05 33 18.0	+23 14 00	   6
 244	05 28 30.0	+21 53 00	   5
 245	03 57 18.0	+03 51 00	 720
 246	04 56 30.0	+13 57 00	  65
 247	06 02 30.0	+21 38 00	   9
 248	06 10 36.0	+22 32 00	  50
 249	06 14 54.0	+23 08 00	  80
 250	04 34 48.0	+07 10 00	  10
 251	04 27 30.0	+05 39 00	  35
 252	06 03 42.0	+20 31 00	  40
 253	06 19 48.0	+20 05 00	   5
 254	06 06 30.0	+18 04 00	  11
 255	06 07 18.0	+18 00 00	   3
 256	06 06 48.0	+17 58 00	   1
 257	06 07 00.0	+18 00 00	   3
 258	06 07 42.0	+17 57 00	   1
 259	06 05 48.0	+17 28 00	   2
 260	04 49 48.0	+05 30 00	  22
 261	06 03 12.0	+15 49 00	  45
 262	05 01 24.0	+06 02 00	  20
 263	05 16 18.0	+08 18 00	  22
 264	05 29 42.0	+09 52 00	 390
 265	05 13 12.0	+07 20 00	  70
 266	06 13 06.0	+15 19 00	   1
 267	06 10 12.0	+14 18 00	   4
 268	06 04 36.0	+13 21 00	  60
 269	06 08 54.0	+13 51 00	   4
 270	06 04 36.0	+12 50 00	   1
 271	06 09 18.0	+12 23 00	   2
 272	06 09 24.0	+12 22 00	   1
 273	06 35 18.0	+10 00 00	 250
 274	07 23 30.0	+13 28 00	   8
 275	06 26 24.0	+05 00 00	 100
 276	05 22 30.0	-04 03 00	1200
 277	05 35 42.0	-02 30 00	 120
 278	05 14 54.0	-05 46 00	  50
 279	05 30 24.0	-04 52 00	  20
 280	06 29 06.0	+02 37 00	  40
 281	05 30 00.0	-05 32 00	  60
 282	06 32 48.0	+01 36 00	  35
 283	06 33 30.0	+00 48 00	   3
 284	06 39 54.0	+00 20 00	  80
 285	06 50 06.0	-00 23 00	   1
 286	06 49 36.0	-04 23 00	   6
 287	06 54 36.0	-04 40 00	  12
 288	07 03 36.0	-04 09 00	   1
 289	06 41 06.0	-07 14 00	  11
 290	08 48 48.0	+09 18 00	  17
 291	06 50 36.0	-07 54 00	   8
 292	06 59 42.0	-10 18 00	  21
 293	06 57 06.0	-11 10 00	  11
 294	07 11 48.0	-09 16 00	   7
 295	06 58 00.0	-11 19 00	   8
 296	07 01 06.0	-11 04 00	 200
 297	07 00 36.0	-12 11 00	   7
 298	07 14 00.0	-13 01 00	  22
 299	07 26 06.0	-15 05 00	   1
 300	07 26 30.0	-15 12 00	   3
 301	07 05 24.0	-18 19 00	   9
 302	07 27 12.0	-16 46 00	  21
 303	06 49 48.0	-22 18 00	  90
 304	06 39 18.0	-24 02 00	 200
 305	07 25 42.0	-18 19 00	   4
 306	07 26 12.0	-18 54 00	  30
 307	07 31 06.0	-18 32 00	   6
 308	06 50 00.0	-23 49 00	  35
 309	07 27 42.0	-19 13 00	  12
 310	07 08 54.0	-24 25 00	 480
 311	07 48 12.0	-26 11 00	  45
 312	08 54 48.0	-25 18 00	 720
 313	12 48 12.0	-22 19 00	  12

